expiration;strike;type;mark;Vol_impli
2027-12-17;75.0;put;2.31;0.4218936196533933
2027-12-17;80.0;call;124.97;0.43704586316229876
2027-12-17;80.0;put;2.59;0.40876746615266785
2027-12-17;85.0;call;120.97;0.434367847567105
2027-12-17;85.0;put;3.05;0.401679167355677
2027-12-17;90.0;call;117.03;0.4312047466434242
2027-12-17;90.0;put;3.6;0.39609851162207277
2027-12-17;95.0;call;113.2;0.42885875997918893
2027-12-17;95.0;put;4.17;0.3897024270803792
2027-12-17;100.0;call;109.0;0.41683943302160276
2027-12-17;100.0;put;4.72;0.38175873730515697
2027-12-17;105.0;call;104.92;0.4071271916745012
2027-12-17;105.0;put;5.18;0.3711199430499436
2027-12-17;110.0;call;101.38;0.4069721072331592
2027-12-17;110.0;put;6.15;0.3705396591564279
2027-12-17;115.0;call;97.95;0.40692235235784197
2027-12-17;115.0;put;6.78;0.3619356263046821
2027-12-17;120.0;call;93.45;0.38841484048393055
2027-12-17;120.0;put;7.62;0.3564520271018325
2027-12-17;125.0;call;90.18;0.3889630589705513
2027-12-17;125.0;put;8.5;0.3507387500322008
2027-12-17;130.0;call;86.45;0.3815969859583047
2027-12-17;130.0;put;9.7;0.3489476538026452
2027-12-17;135.0;call;82.8;0.3747629521992619
2027-12-17;135.0;put;10.8;0.3445393429535864
2027-12-17;140.0;call;79.9;0.3767149952017618
2027-12-17;140.0;put;11.52;0.33434107757936854
2027-12-17;145.0;call;76.78;0.3746568149620739
2027-12-17;145.0;put;12.95;0.33265292345653913
2027-12-17;150.0;call;73.67;0.3717654377537099
2027-12-17;150.0;put;14.5;0.3312660763821613
2027-12-17;155.0;call;69.8;0.3598545849947798
2027-12-17;155.0;put;15.75;0.325511665249531
2027-12-17;160.0;call;66.75;0.35635623499589075
2027-12-17;160.0;put;17.43;0.32366650615726844
2027-12-17;165.0;call;64.03;0.3554237147811185
2027-12-17;165.0;put;18.42;0.31391395660799554
2027-12-17;170.0;call;59.97;0.340681738016343
2027-12-17;170.0;put;20.48;0.31427570467326654
2027-12-17;175.0;call;58.25;0.3478462223318608
2027-12-17;175.0;put;22.33;0.3116368846724897
2027-12-17;180.0;call;55.28;0.3423702446013269
2027-12-17;180.0;put;23.75;0.3043013610566035
2027-12-17;185.0;call;52.28;0.3360905627184287
2027-12-17;185.0;put;25.9;0.3029204003733975
2027-12-17;190.0;call;49.7;0.3329422157509101
2027-12-17;190.0;put;27.77;0.2983121006712773
2027-12-17;195.0;call;47.95;0.336189076353638
2027-12-17;195.0;put;30.32;0.2987901263024002
2027-12-17;200.0;call;44.88;0.3276050562137882
2027-12-17;200.0;put;32.58;0.29603548406023145
2027-12-17;205.0;call;43.03;0.3285850168401179
2027-12-17;205.0;put;34.88;0.29291610406818397
2027-12-17;210.0;call;40.5;0.3233660448161208
2027-12-17;210.0;put;37.17;0.28904912229066504
2027-12-17;215.0;call;37.45;0.3134655473640988
2027-12-17;215.0;put;40.05;0.2892235489761507
2027-12-17;220.0;call;35.35;0.3106284040714778
2027-12-17;220.0;put;42.52;0.28546188870224404
2027-12-17;225.0;call;33.45;0.3087793962695026
2027-12-17;225.0;put;45.73;0.286869922633101
2027-12-17;230.0;call;31.15;0.3032123041984611
2027-12-17;230.0;put;48.38;0.283237203659894
2027-12-17;235.0;call;29.73;0.30396882896750005
2027-12-17;235.0;put;51.88;0.285633213984721
2027-12-17;240.0;call;28.1;0.30251808909550776
2027-12-17;240.0;put;55.02;0.2846115392339509
2027-12-17;245.0;call;26.32;0.29934218294199355
2027-12-17;245.0;put;58.42;0.2850515951726872
2027-12-17;250.0;call;24.65;0.2964819509038268
2027-12-17;250.0;put;61.85;0.2851780798644032
2027-12-17;255.0;call;23.0;0.29323383261229946
2027-12-17;255.0;put;65.38;0.28556969236640445
2027-12-17;260.0;call;21.42;0.28999492311355407
2027-12-17;260.0;put;69.5;0.2901954822227424
2027-12-17;265.0;call;19.98;0.2873391695961664
2027-12-17;265.0;put;72.3;0.28370235272642974
2027-12-17;270.0;call;18.85;0.286695559988425
2027-12-17;270.0;put;76.5;0.2880971152227281
2027-12-17;275.0;call;17.8;0.28624382625815764
2027-12-17;275.0;put;81.5;0.29873998506191035
2027-12-17;280.0;call;16.32;0.28168732532031027
2027-12-17;280.0;put;85.53;0.30107959286765457
2027-12-17;285.0;call;15.2;0.2796466165668506
2027-12-17;285.0;put;89.78;0.3049192997285404
2027-12-17;290.0;call;14.88;0.28415446960034463
2027-12-17;290.0;put;94.17;0.3096474489117634
2027-12-17;295.0;call;13.82;0.2817962194180036
2027-12-17;295.0;put;98.72;0.3154786204269699
2027-12-17;300.0;call;13.6;0.28660673850382234
2027-12-17;300.0;put;103.45;0.322625649346088
2027-12-17;305.0;call;11.73;0.27583846941939805
2027-12-17;305.0;put;108.35;0.3310370845688001
2027-12-17;310.0;call;10.57;0.27091548244796493
2027-12-17;310.0;put;113.32;0.3398754545946862
2027-12-17;315.0;call;10.07;0.2719820963860136
2027-12-17;315.0;put;117.88;0.3450091767648094
2027-12-17;320.0;call;9.2;0.26891824282964405
2027-12-17;320.0;put;122.95;0.35439011582061364
2027-12-17;325.0;call;8.82;0.2705498915647737
2027-12-17;325.0;put;128.0;0.3634517204984634
2027-12-17;330.0;call;8.23;0.26963258712211546
2027-12-17;330.0;put;132.98;0.37176727415864363
2027-12-17;335.0;call;7.45;0.26615984104970924
2027-12-17;335.0;put;138.03;0.3805557446410305
2027-12-17;340.0;call;6.67;0.2620818393346454
2027-12-17;340.0;put;142.97;0.38826287635847606
2027-12-17;345.0;call;6.47;0.2645651061356506
2027-12-17;345.0;put;148.0;0.3966278243168232
2027-12-17;350.0;call;5.4;0.2556456161555407
2027-12-17;350.0;put;153.0;0.40461514002043003
2027-12-17;355.0;call;5.78;0.26526239596953044
2027-12-17;355.0;put;158.0;0.4124896512359614
2027-12-17;360.0;call;5.18;0.2617215270706189
2027-12-17;360.0;put;163.0;0.420255724542682
2027-12-17;365.0;call;5.03;0.26400414530429883
2027-12-17;365.0;put;168.0;0.42791744889001715
2027-12-17;370.0;call;4.62;0.2623597203688386
2027-12-17;370.0;put;173.0;0.4354786609879213
2027-12-17;375.0;call;4.2;0.26014225659659135
2027-12-17;375.0;put;178.0;0.44294296766111924
2027-12-17;380.0;call;3.92;0.25972077075658434
2027-12-17;380.0;put;183.0;0.45031376561205716
2027-12-17;385.0;call;3.82;0.26200038546531923
2027-12-17;385.0;put;188.0;0.4575942589610873
2027-12-17;390.0;call;3.45;0.2595436379106388
2027-12-17;390.0;put;193.0;0.4647874748708873
2027-12-17;395.0;call;3.47;0.26361359392140454
2027-12-17;395.0;put;198.0;0.4718962775123287
2027-12-17;400.0;call;3.16;0.26167306739637464
2027-12-17;400.0;put;203.0;0.4789233805883889
2027-12-17;405.0;call;2.95;0.2612472249656144
2027-12-17;405.0;put;208.0;0.48587135859940594
2027-12-17;410.0;call;2.8;0.26175964881061026
2027-12-17;410.0;put;213.0;0.492742657005504
2027-12-17;415.0;call;2.57;0.26041828746431034
2027-12-17;415.0;put;218.0;0.499539601419274
2027-12-17;420.0;call;2.33;0.2584984974648086
2027-12-17;420.0;put;223.0;0.5062644059428051
2027-12-17;425.0;call;2.25;0.25989512713976476
2027-12-17;425.0;put;228.0;0.5129191807473423
2027-12-17;430.0;call;2.19;0.2616510991748977
2027-12-17;430.0;put;233.0;0.5195059389804467
2027-12-17;435.0;call;1.94;0.2586427308904078
2027-12-17;435.0;put;238.0;0.5260266030743276
2027-12-17;440.0;call;1.97;0.2624111658997411
2027-12-17;440.0;put;243.0;0.5324830105194167
