contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho 
AAPL261218C00350000,AAPL,2026-12-18,350.00,call,2.04,2.08,2.00,38,2.15,5,7,4151,2025-04-17,0.24955,0.08133,0.00237,-0.00949,0.38331,0.23301
AAPL261218P00350000,AAPL,2026-12-18,350.00,put,0.00,153.02,151.20,105,154.85,105,0,0,2025-04-17,0.54878,-0.63815,0.00268,-0.00986,0.95436,-4.65805
AAPL261218C00360000,AAPL,2026-12-18,360.00,call,1.67,1.77,1.67,5,1.87,27,2,246,2025-04-17,0.25123,0.07058,0.00211,-0.00853,0.34410,0.20275
AAPL261218P00360000,AAPL,2026-12-18,360.00,put,0.00,163.05,161.15,105,164.95,105,0,0,2025-04-17,0.57012,-0.63737,0.00258,-0.01040,0.95506,-4.82306
AAPL261218C00370000,AAPL,2026-12-18,370.00,call,1.91,1.46,1.33,8,1.59,5,0,181,2025-04-17,0.25108,0.05974,0.00186,-0.00744,0.30232,0.17227
AAPL261218P00370000,AAPL,2026-12-18,370.00,put,0.00,172.95,171.00,100,174.90,105,0,0,2025-04-17,0.58964,-0.63719,0.00250,-0.01076,0.95522,-4.98800
AAPL261218C00380000,AAPL,2026-12-18,380.00,call,1.49,1.24,1.11,8,1.36,4,0,104,2025-04-17,0.25230,0.05159,0.00165,-0.00663,0.26927,0.14913
AAPL261218P00380000,AAPL,2026-12-18,380.00,put,0.00,183.05,181.15,100,184.95,100,0,0,2025-04-17,0.61067,-0.63530,0.00242,-0.01134,0.95690,-5.15057
AAPL261218C00390000,AAPL,2026-12-18,390.00,call,0.97,1.06,0.94,8,1.18,8,0,96,2025-04-17,0.25382,0.04485,0.00146,-0.00593,0.24070,0.12990
AAPL261218P00390000,AAPL,2026-12-18,390.00,put,0.00,193.03,191.05,105,195.00,105,0,0,2025-04-17,0.63003,-0.63403,0.00234,-0.01176,0.95801,-5.31325
AAPL261218C00400000,AAPL,2026-12-18,400.00,call,0.92,0.92,0.80,9,1.03,9,2,259,2025-04-17,0.25580,0.03938,0.00131,-0.00535,0.21668,0.11425
AAPL261218P00400000,AAPL,2026-12-18,400.00,put,0.00,203.05,201.00,100,205.10,100,0,0,2025-04-17,0.64924,-0.63236,0.00228,-0.01219,0.95946,-5.47510
AAPL261218C00410000,AAPL,2026-12-18,410.00,call,0.98,0.79,0.69,27,0.90,27,0,319,2025-04-17,0.25702,0.03421,0.00116,-0.00477,0.19309,0.09942
AAPL261218P00410000,AAPL,2026-12-18,410.00,put,0.00,213.05,211.00,7,215.10,7,0,0,2025-04-17,0.66799,-0.63055,0.00222,-0.01261,0.96101,-5.63641
AAPL261218C00420000,AAPL,2026-12-18,420.00,call,0.85,0.70,0.63,26,0.76,27,0,380,2025-04-17,0.25961,0.03056,0.00105,-0.00438,0.17596,0.08890
AAPL261218P00420000,AAPL,2026-12-18,420.00,put,0.00,223.05,221.00,7,225.10,7,0,0,2025-04-17,0.68628,-0.62864,0.00216,-0.01300,0.96261,-5.79729
AAPL261218C00430000,AAPL,2026-12-18,430.00,call,0.71,0.61,0.51,10,0.72,20,0,264,2025-04-17,0.26114,0.02684,0.00093,-0.00394,0.15795,0.07818
AAPL261218P00430000,AAPL,2026-12-18,430.00,put,0.00,233.05,231.00,7,235.10,7,0,0,2025-04-17,0.70411,-0.62666,0.00211,-0.01336,0.96425,-5.95778
AAPL261218C00440000,AAPL,2026-12-18,440.00,call,0.66,0.55,0.45,10,0.65,10,0,68,2025-04-17,0.26403,0.02431,0.00085,-0.00365,0.14539,0.07084
AAPL261218P00440000,AAPL,2026-12-18,440.00,put,0.00,243.05,241.00,7,245.10,7,0,0,2025-04-17,0.72164,-0.62454,0.00206,-0.01371,0.96598,-6.11788
AAPL261218C00450000,AAPL,2026-12-18,450.00,call,0.50,0.49,0.43,30,0.55,30,1,1982,2025-04-17,0.26617,0.02176,0.00077,-0.00334,0.13244,0.06346
AAPL261218P00450000,AAPL,2026-12-18,450.00,put,0.00,253.05,251.00,7,255.10,7,0,0,2025-04-17,0.73887,-0.62231,0.00202,-0.01405,0.96777,-6.27764
AAPL270115C00005000,AAPL,2027-01-15,5.00,call,192.56,191.97,189.95,8,194.00,8,0,15,2025-04-17,0.02448,1.00000,0.00000,-0.00055,0.00000,0.08103
AAPL270115P00005000,AAPL,2027-01-15,5.00,put,0.00,0.06,0.01,200,0.11,65,0,280,2025-04-17,1.11035,-0.00050,0.00001,-0.00039,0.00467,-0.00279
AAPL270115C00010000,AAPL,2027-01-15,10.00,call,175.47,187.03,185.00,8,189.05,100,0,22,2025-04-17,0.02384,1.00000,0.00000,-0.00110,0.00000,0.16205
AAPL270115P00010000,AAPL,2027-01-15,10.00,put,0.00,0.08,0.01,11,0.14,57,0,111,2025-04-17,0.91249,-0.00085,0.00001,-0.00051,0.00759,-0.00434
AAPL270115C00015000,AAPL,2027-01-15,15.00,call,163.41,182.20,180.20,100,184.20,100,0,84,2025-04-17,0.02320,1.00000,0.00000,-0.00165,0.00000,0.24308
AAPL270115P00015000,AAPL,2027-01-15,15.00,put,0.00,0.09,0.06,11,0.12,3,0,26,2025-04-17,0.79314,-0.00114,0.00002,-0.00058,0.00986,-0.00548
AAPL270115C00020000,AAPL,2027-01-15,20.00,call,187.00,177.43,175.50,100,179.35,100,0,19,2025-04-17,0.02257,1.00000,0.00000,-0.00220,0.00000,0.32411
AAPL270115P00020000,AAPL,2027-01-15,20.00,put,0.00,0.21,0.13,1,0.28,81,0,346,2025-04-17,0.78003,-0.00250,0.00004,-0.00115,0.02021,-0.01228
AAPL270115C00025000,AAPL,2027-01-15,25.00,call,160.42,172.72,170.75,8,174.70,100,0,2,2025-04-17,0.02193,1.00000,0.00000,-0.00275,0.00000,0.40513
AAPL270115P00025000,AAPL,2027-01-15,25.00,put,0.00,0.25,0.16,11,0.34,80,0,42,2025-04-17,0.71997,-0.00322,0.00005,-0.00133,0.02543,-0.01547
AAPL270115C00030000,AAPL,2027-01-15,30.00,call,149.02,168.12,166.20,100,170.05,100,0,3,2025-04-17,0.02129,1.00000,0.00000,-0.00330,0.00000,0.48616
AAPL270115P00030000,AAPL,2027-01-15,30.00,put,0.00,0.27,0.21,11,0.32,20,0,22,2025-04-17,0.66418,-0.00381,0.00007,-0.00142,0.02954,-0.01784
AAPL270115C00035000,AAPL,2027-01-15,35.00,call,169.54,163.55,161.65,100,165.45,100,0,6,2025-04-17,0.02065,1.00000,0.00000,-0.00385,0.00000,0.56719
AAPL270115P00035000,AAPL,2027-01-15,35.00,put,0.00,0.34,0.27,11,0.40,29,0,9,2025-04-17,0.63140,-0.00497,0.00009,-0.00170,0.03747,-0.02307
AAPL270115C00040000,AAPL,2027-01-15,40.00,call,151.59,158.80,157.00,100,160.60,100,0,28,2025-04-17,0.02002,1.00000,0.00000,-0.00440,0.00000,0.64821
AAPL270115P00040000,AAPL,2027-01-15,40.00,put,0.00,0.41,0.34,11,0.48,16,0,41,2025-04-17,0.60092,-0.00622,0.00011,-0.00196,0.04575,-0.02860
AAPL270115C00045000,AAPL,2027-01-15,45.00,call,146.88,154.30,152.40,105,156.20,105,0,1,2025-04-17,0.01938,1.00000,0.00000,-0.00495,0.00000,0.72924
AAPL270115P00045000,AAPL,2027-01-15,45.00,put,0.00,0.49,0.42,11,0.57,11,0,52,2025-04-17,0.57424,-0.00767,0.00014,-0.00224,0.05504,-0.03498
AAPL270115C00050000,AAPL,2027-01-15,50.00,call,154.46,149.78,148.00,105,151.55,105,0,65,2025-04-17,0.01874,1.00000,0.00000,-0.00550,0.00000,0.81027
AAPL270115P00050000,AAPL,2027-01-15,50.00,put,0.62,0.62,0.60,1,0.64,33,1,1589,2025-04-17,0.55656,-0.00980,0.00018,-0.00267,0.06817,-0.04456
AAPL270115C00060000,AAPL,2027-01-15,60.00,call,119.74,140.57,138.90,105,142.25,105,0,190,2025-04-17,0.01747,1.00000,0.00000,-0.00660,0.00000,0.97232
AAPL270115P00060000,AAPL,2027-01-15,60.00,put,0.00,0.86,0.80,33,0.92,33,0,372,2025-04-17,0.51692,-0.01419,0.00027,-0.00338,0.09405,-0.06390
AAPL270115C00070000,AAPL,2027-01-15,70.00,call,130.09,131.53,129.90,105,133.15,105,0,233,2025-04-17,0.01619,1.00000,0.00000,-0.00770,0.00000,1.13437
AAPL270115P00070000,AAPL,2027-01-15,70.00,put,1.19,1.21,1.09,11,1.33,11,3,43,2025-04-17,0.48735,-0.02041,0.00039,-0.00428,0.12828,-0.09143
AAPL270115C00080000,AAPL,2027-01-15,80.00,call,113.70,122.60,121.10,105,124.10,105,0,363,2025-04-17,0.01492,1.00000,0.00000,-0.00880,0.00000,1.29643
AAPL270115P00080000,AAPL,2027-01-15,80.00,put,0.00,1.69,1.60,24,1.77,24,0,612,2025-04-17,0.46372,-0.02873,0.00054,-0.00534,0.17097,-0.12849
AAPL270115C00085000,AAPL,2027-01-15,85.00,call,120.19,118.57,116.80,100,120.35,100,0,165,2025-04-17,0.33659,0.98873,0.00034,-0.01107,0.07702,1.33177
AAPL270115P00085000,AAPL,2027-01-15,85.00,put,0.00,1.99,1.83,4,2.14,4,0,144,2025-04-17,0.45366,-0.03383,0.00064,-0.00593,0.19566,-0.15126
AAPL270115C00090000,AAPL,2027-01-15,90.00,call,88.20,114.17,112.30,105,116.05,105,0,278,2025-04-17,0.34208,0.98322,0.00047,-0.01234,0.10856,1.38971
AAPL270115P00090000,AAPL,2027-01-15,90.00,put,0.00,2.32,2.22,21,2.42,22,0,1597,2025-04-17,0.44375,-0.03942,0.00074,-0.00652,0.22177,-0.17625
AAPL270115C00095000,AAPL,2027-01-15,95.00,call,110.37,109.82,109.05,1,110.60,1,4,12,2025-04-17,0.34482,0.97690,0.00061,-0.01365,0.14244,1.44395
AAPL270115P00095000,AAPL,2027-01-15,95.00,put,0.00,2.70,2.59,22,2.81,22,0,896,2025-04-17,0.43507,-0.04581,0.00085,-0.00715,0.25040,-0.20494
AAPL270115C00100000,AAPL,2027-01-15,100.00,call,105.65,105.53,105.05,3,106.00,3,0,363,2025-04-17,0.34604,0.96967,0.00076,-0.01499,0.17881,1.49409
AAPL270115P00100000,AAPL,2027-01-15,100.00,put,3.15,3.15,3.00,36,3.30,21,100,1176,2025-04-17,0.42760,-0.05308,0.00097,-0.00782,0.28165,-0.23784
AAPL270115C00105000,AAPL,2027-01-15,105.00,call,91.95,101.35,100.55,2,102.15,1,0,71,2025-04-17,0.34864,0.96076,0.00093,-0.01646,0.22093,1.53646
AAPL270115P00105000,AAPL,2027-01-15,105.00,put,3.60,3.65,3.50,39,3.80,21,60,2364,2025-04-17,0.42043,-0.06106,0.00110,-0.00850,0.31451,-0.27406
AAPL270115C00110000,AAPL,2027-01-15,110.00,call,99.15,97.22,96.50,1,97.95,1,0,43,2025-04-17,0.34909,0.95125,0.00111,-0.01790,0.26321,1.57593
AAPL270115P00110000,AAPL,2027-01-15,110.00,put,0.00,4.17,4.05,25,4.30,18,0,543,2025-04-17,0.41251,-0.06947,0.00124,-0.00912,0.34762,-0.31204
AAPL270115C00115000,AAPL,2027-01-15,115.00,call,81.18,93.15,92.60,2,93.70,2,0,68,2025-04-17,0.34864,0.94088,0.00130,-0.01931,0.30664,1.61132
AAPL270115P00115000,AAPL,2027-01-15,115.00,put,0.00,4.80,4.65,18,4.95,18,0,851,2025-04-17,0.40656,-0.07915,0.00139,-0.00982,0.38406,-0.35643
AAPL270115C00120000,AAPL,2027-01-15,120.00,call,89.73,89.17,88.85,5,89.50,6,0,533,2025-04-17,0.34803,0.92945,0.00149,-0.02074,0.35180,1.64152
AAPL270115P00120000,AAPL,2027-01-15,120.00,put,0.00,5.50,5.35,16,5.65,18,0,492,2025-04-17,0.40092,-0.08966,0.00155,-0.01050,0.42173,-0.40482
AAPL270115C00125000,AAPL,2027-01-15,125.00,call,85.35,85.20,84.65,2,85.75,2,0,158,2025-04-17,0.34528,0.91778,0.00169,-0.02203,0.39524,1.67077
AAPL270115P00125000,AAPL,2027-01-15,125.00,put,0.00,6.25,6.10,30,6.40,19,0,606,2025-04-17,0.39513,-0.10086,0.00172,-0.01114,0.45991,-0.45648
AAPL270115C00130000,AAPL,2027-01-15,130.00,call,86.59,81.38,81.05,5,81.70,6,0,363,2025-04-17,0.34421,0.90440,0.00189,-0.02341,0.44223,1.69141
AAPL270115P00130000,AAPL,2027-01-15,130.00,put,0.00,7.08,6.90,15,7.25,15,0,3328,2025-04-17,0.38979,-0.11296,0.00189,-0.01177,0.49910,-0.51265
AAPL270115C00135000,AAPL,2027-01-15,135.00,call,73.90,77.55,77.00,2,78.10,2,0,62,2025-04-17,0.34086,0.89096,0.00210,-0.02462,0.48661,1.71212
AAPL270115P00135000,AAPL,2027-01-15,135.00,put,0.00,7.95,7.70,39,8.20,22,0,120,2025-04-17,0.38400,-0.12566,0.00207,-0.01231,0.53808,-0.57157
AAPL270115C00140000,AAPL,2027-01-15,140.00,call,72.82,73.85,73.30,2,74.40,2,2,277,2025-04-17,0.33842,0.87617,0.00232,-0.02584,0.53259,1.72587
AAPL270115P00140000,AAPL,2027-01-15,140.00,put,0.00,8.95,8.75,15,9.15,17,0,1020,2025-04-17,0.37943,-0.13954,0.00225,-0.01288,0.57836,-0.63685
AAPL270115C00145000,AAPL,2027-01-15,145.00,call,69.50,70.33,69.90,25,70.75,13,1,199,2025-04-17,0.33751,0.85978,0.00254,-0.02710,0.58028,1.73099
AAPL270115P00145000,AAPL,2027-01-15,145.00,put,0.00,10.05,9.85,32,10.25,25,0,855,2025-04-17,0.37531,-0.15432,0.00243,-0.01340,0.61878,-0.70701
AAPL270115C00150000,AAPL,2027-01-15,150.00,call,67.59,66.65,66.30,5,67.00,5,46,1946,2025-04-17,0.33232,0.84425,0.00276,-0.02804,0.62254,1.74187
AAPL270115P00150000,AAPL,2027-01-15,150.00,put,10.95,11.23,11.05,14,11.40,20,120,3167,2025-04-17,0.37120,-0.16984,0.00262,-0.01386,0.65862,-0.78104
AAPL270115C00155000,AAPL,2027-01-15,155.00,call,61.60,63.33,62.85,8,63.80,6,1,182,2025-04-17,0.33141,0.82609,0.00297,-0.02916,0.66866,1.73743
AAPL270115P00155000,AAPL,2027-01-15,155.00,put,12.30,12.47,12.25,15,12.70,12,84,206,2025-04-17,0.36677,-0.18598,0.00280,-0.01422,0.69744,-0.85823
AAPL270115C00160000,AAPL,2027-01-15,160.00,call,60.00,59.77,59.40,6,60.15,6,1,542,2025-04-17,0.32562,0.80896,0.00321,-0.02991,0.70909,1.74063
AAPL270115P00160000,AAPL,2027-01-15,160.00,put,14.22,13.90,13.60,25,14.20,10,4,2880,2025-04-17,0.36403,-0.20329,0.00298,-0.01460,0.73626,-0.94296
AAPL270115C00165000,AAPL,2027-01-15,165.00,call,53.74,56.60,56.15,20,57.05,33,0,218,2025-04-17,0.32409,0.78940,0.00342,-0.03083,0.75182,1.72862
AAPL270115P00165000,AAPL,2027-01-15,165.00,put,15.00,15.28,15.05,12,15.50,14,1,1721,2025-04-17,0.35931,-0.22072,0.00317,-0.01478,0.77255,-1.02703
AAPL270115C00170000,AAPL,2027-01-15,170.00,call,50.35,53.42,53.00,10,53.85,11,0,290,2025-04-17,0.32104,0.76962,0.00364,-0.03156,0.79152,1.71606
AAPL270115P00170000,AAPL,2027-01-15,170.00,put,17.34,16.93,16.60,17,17.25,10,3,2402,2025-04-17,0.35702,-0.23934,0.00334,-0.01502,0.80838,-1.12002
AAPL270115C00175000,AAPL,2027-01-15,175.00,call,50.60,50.28,49.95,10,50.60,8,3,1556,2025-04-17,0.31723,0.74929,0.00385,-0.03215,0.82882,1.70101
AAPL270115P00175000,AAPL,2027-01-15,175.00,put,0.00,18.52,18.25,12,18.80,24,0,1876,2025-04-17,0.35290,-0.25814,0.00352,-0.01505,0.84161,-1.21261
AAPL270115C00180000,AAPL,2027-01-15,180.00,call,47.90,47.25,46.90,11,47.60,5,5,397,2025-04-17,0.31357,0.72817,0.00406,-0.03264,0.86400,1.68136
AAPL270115P00180000,AAPL,2027-01-15,180.00,put,20.25,20.33,20.05,27,20.60,24,3,4833,2025-04-17,0.35031,-0.27772,0.00368,-0.01507,0.87318,-1.31169
AAPL270115C00185000,AAPL,2027-01-15,185.00,call,42.05,44.30,43.75,49,44.85,55,0,157,2025-04-17,0.30992,0.70634,0.00427,-0.03303,0.89668,1.65758
AAPL270115P00185000,AAPL,2027-01-15,185.00,put,22.24,22.15,21.90,13,22.40,14,1,2004,2025-04-17,0.34665,-0.29764,0.00384,-0.01493,0.90224,-1.41189
AAPL270115C00190000,AAPL,2027-01-15,190.00,call,42.58,41.60,41.30,5,41.90,5,108,490,2025-04-17,0.30778,0.68372,0.00444,-0.03340,0.92674,1.62689
AAPL270115P00190000,AAPL,2027-01-15,190.00,put,0.00,24.17,23.90,12,24.45,10,0,5944,2025-04-17,0.34437,-0.31806,0.00398,-0.01477,0.92894,-1.51760
AAPL270115C00195000,AAPL,2027-01-15,195.00,call,39.10,38.70,38.20,2,39.20,6,7,406,2025-04-17,0.30245,0.66074,0.00465,-0.03345,0.95344,1.59844
AAPL270115P00195000,AAPL,2027-01-15,195.00,put,26.40,26.38,26.05,12,26.70,52,2,1552,2025-04-17,0.34299,-0.33874,0.00410,-0.01457,0.95287,-1.62735
AAPL270115C00200000,AAPL,2027-01-15,200.00,call,36.37,36.12,35.65,2,36.60,6,349,2985,2025-04-17,0.29940,0.63709,0.00481,-0.03353,0.97699,1.56217
AAPL270115P00200000,AAPL,2027-01-15,200.00,put,0.00,28.68,28.35,12,29.00,9,0,11632,2025-04-17,0.34162,-0.35953,0.00420,-0.01427,0.97386,-1.73925
AAPL270115C00210000,AAPL,2027-01-15,210.00,call,31.13,31.35,31.10,9,31.60,9,130,1725,2025-04-17,0.29422,0.58882,0.00508,-0.03340,1.01309,1.47928
AAPL270115P00210000,AAPL,2027-01-15,210.00,put,33.15,33.62,33.20,9,34.05,3,118,4520,2025-04-17,0.33934,-0.40116,0.00438,-0.01341,1.00690,-1.96900
AAPL270115C00220000,AAPL,2027-01-15,220.00,call,26.90,26.90,26.65,9,27.15,9,70,3076,2025-04-17,0.28797,0.53937,0.00529,-0.03275,1.03389,1.38693
AAPL270115P00220000,AAPL,2027-01-15,220.00,put,0.00,38.97,38.55,6,39.40,2,0,3802,2025-04-17,0.33735,-0.44240,0.00449,-0.01222,1.02810,-2.20448
AAPL270115C00230000,AAPL,2027-01-15,230.00,call,23.65,22.85,22.55,4,23.15,14,18,7326,2025-04-17,0.28172,0.48937,0.00544,-0.03165,1.03858,1.28554
AAPL270115P00230000,AAPL,2027-01-15,230.00,put,44.55,45.08,44.50,13,45.65,29,20,880,2025-04-17,0.33918,-0.48110,0.00451,-0.01100,1.03779,-2.44432
AAPL270115C00240000,AAPL,2027-01-15,240.00,call,19.90,19.40,19.20,6,19.60,9,3,3280,2025-04-17,0.27745,0.44086,0.00546,-0.03034,1.02752,1.17872
AAPL270115P00240000,AAPL,2027-01-15,240.00,put,51.90,51.47,50.80,31,52.15,20,7,2237,2025-04-17,0.34071,-0.51806,0.00449,-0.00950,1.03789,-2.68344
AAPL270115C00250000,AAPL,2027-01-15,250.00,call,16.52,16.20,15.90,4,16.50,9,86,4781,2025-04-17,0.27166,0.39229,0.00543,-0.02855,1.00085,1.06764
AAPL270115P00250000,AAPL,2027-01-15,250.00,put,59.07,58.73,57.45,199,60.00,164,5,3077,2025-04-17,0.34757,-0.54944,0.00437,-0.00828,1.03097,-2.91822
AAPL270115C00260000,AAPL,2027-01-15,260.00,call,14.02,13.57,13.40,6,13.75,19,12,3124,2025-04-17,0.26815,0.34745,0.00529,-0.02673,0.96203,0.95900
AAPL270115P00260000,AAPL,2027-01-15,260.00,put,66.90,66.82,65.10,129,68.55,128,107,1634,2025-04-17,0.36022,-0.57370,0.00418,-0.00750,1.02117,-3.14331
AAPL270115C00270000,AAPL,2027-01-15,270.00,call,11.00,11.20,11.00,17,11.40,10,86,2257,2025-04-17,0.26373,0.30400,0.00509,-0.02460,0.91089,0.85081
AAPL270115P00270000,AAPL,2027-01-15,270.00,put,74.80,75.17,73.55,128,76.80,198,6,1268,2025-04-17,0.37333,-0.59434,0.00399,-0.00674,1.00977,-3.36036
AAPL270115C00280000,AAPL,2027-01-15,280.00,call,9.40,9.20,9.00,12,9.40,6,67,5533,2025-04-17,0.25977,0.26372,0.00483,-0.02239,0.85091,0.74728
AAPL270115P00280000,AAPL,2027-01-15,280.00,put,83.00,84.08,82.40,128,85.75,198,217,944,2025-04-17,0.39025,-0.60910,0.00378,-0.00637,0.99986,-3.56686
AAPL270115C00290000,AAPL,2027-01-15,290.00,call,7.60,7.65,7.50,6,7.80,31,0,1169,2025-04-17,0.25809,0.22932,0.00451,-0.02042,0.78946,0.65585
AAPL270115P00290000,AAPL,2027-01-15,290.00,put,0.00,93.33,91.90,118,94.75,105,0,413,2025-04-17,0.40930,-0.61956,0.00357,-0.00627,0.99194,-3.76467
AAPL270115C00300000,AAPL,2027-01-15,300.00,call,6.20,6.25,6.10,1,6.40,11,34,8401,2025-04-17,0.25519,0.19660,0.00417,-0.01828,0.72158,0.56774
AAPL270115P00300000,AAPL,2027-01-15,300.00,put,0.00,102.92,101.55,105,104.30,105,0,2,2025-04-17,0.43049,-0.62611,0.00338,-0.00645,0.98660,-3.95473
AAPL270115C00310000,AAPL,2027-01-15,310.00,call,5.00,5.08,4.90,32,5.25,6,1,1038,2025-04-17,0.25260,0.16746,0.00381,-0.01623,0.65269,0.48785
AAPL270115P00310000,AAPL,2027-01-15,310.00,put,0.00,113.00,111.00,100,115.00,100,0,0,2025-04-17,0.45580,-0.62764,0.00319,-0.00712,0.98531,-4.13624
AAPL270115C00320000,AAPL,2027-01-15,320.00,call,3.90,4.20,4.05,12,4.35,15,0,6138,2025-04-17,0.25169,0.14358,0.00345,-0.01449,0.58966,0.42103
AAPL270115P00320000,AAPL,2027-01-15,320.00,put,0.00,123.07,121.55,105,124.60,105,0,0,2025-04-17,0.48003,-0.62853,0.00302,-0.00775,0.98456,-4.31518
AAPL270115C00330000,AAPL,2027-01-15,330.00,call,3.57,3.45,3.30,21,3.60,15,4,2681,2025-04-17,0.25062,0.12238,0.00311,-0.01283,0.52820,0.36108
AAPL270115P00330000,AAPL,2027-01-15,330.00,put,0.00,133.03,131.30,105,134.75,105,0,0,2025-04-17,0.50259,-0.62945,0.00289,-0.00826,0.98377,-4.49265
AAPL270115C00340000,AAPL,2027-01-15,340.00,call,2.72,2.82,2.68,46,2.95,18,4,1064,2025-04-17,0.24940,0.10365,0.00277,-0.01126,0.46913,0.30763
AAPL270115P00340000,AAPL,2027-01-15,340.00,put,0.00,142.98,141.30,105,144.65,105,0,0,2025-04-17,0.52409,-0.63009,0.00277,-0.00870,0.98321,-4.66855
AAPL270115C00350000,AAPL,2027-01-15,350.00,call,2.35,2.33,2.22,24,2.44,19,1,1690,2025-04-17,0.24909,0.08835,0.00247,-0.00993,0.41713,0.26345
AAPL270115P00350000,AAPL,2027-01-15,350.00,put,0.00,153.00,151.25,105,154.75,105,0,0,2025-04-17,0.54589,-0.62958,0.00266,-0.00922,0.98365,-4.84211
AAPL270115C00360000,AAPL,2027-01-15,360.00,call,1.99,1.94,1.84,21,2.04,19,2,752,2025-04-17,0.24909,0.07543,0.00219,-0.00876,0.37025,0.22583
AAPL270115P00360000,AAPL,2027-01-15,360.00,put,0.00,163.03,161.25,105,164.80,105,0,0,2025-04-17,0.56707,-0.62872,0.00256,-0.00972,0.98439,-5.01442
AAPL270115C00370000,AAPL,2027-01-15,370.00,call,1.55,1.66,1.55,5,1.77,24,2,341,2025-04-17,0.25062,0.06572,0.00196,-0.00788,0.33303,0.19726
AAPL270115P00370000,AAPL,2027-01-15,370.00,put,0.00,173.05,171.15,105,174.95,105,0,0,2025-04-17,0.58765,-0.62760,0.00247,-0.01018,0.98534,-5.18571
AAPL270115C00380000,AAPL,2027-01-15,380.00,call,1.30,1.37,1.28,24,1.46,24,0,995,2025-04-17,0.25016,0.05564,0.00172,-0.00687,0.29236,0.16767
AAPL270115P00380000,AAPL,2027-01-15,380.00,put,0.00,183.03,181.05,105,185.00,105,0,0,2025-04-17,0.60732,-0.62650,0.00239,-0.01059,0.98627,-5.35637
AAPL270115C00390000,AAPL,2027-01-15,390.00,call,1.18,1.17,1.08,25,1.25,24,6,765,2025-04-17,0.25138,0.04833,0.00153,-0.00614,0.26140,0.14597
AAPL270115P00390000,AAPL,2027-01-15,390.00,put,0.00,193.05,191.00,100,195.10,100,0,0,2025-04-17,0.62698,-0.62485,0.00232,-0.01103,0.98765,-5.52592
AAPL270115C00400000,AAPL,2027-01-15,400.00,call,1.00,1.00,0.92,26,1.08,25,2,1446,2025-04-17,0.25260,0.04204,0.00136,-0.00549,0.23367,0.12725
AAPL270115P00400000,AAPL,2027-01-15,400.00,put,0.00,203.05,201.00,8,205.10,7,0,0,2025-04-17,0.64588,-0.62322,0.00226,-0.01141,0.98899,-5.69500
AAPL270115C00410000,AAPL,2027-01-15,410.00,call,0.83,0.86,0.79,27,0.94,27,0,893,2025-04-17,0.25382,0.03664,0.00121,-0.00491,0.20890,0.11110
AAPL270115P00410000,AAPL,2027-01-15,410.00,put,0.00,213.05,211.00,8,215.10,7,0,0,2025-04-17,0.66448,-0.62135,0.00220,-0.01179,0.99051,-5.86343
AAPL270115C00420000,AAPL,2027-01-15,420.00,call,0.70,0.76,0.70,3,0.81,23,0,2145,2025-04-17,0.25611,0.03264,0.00109,-0.00449,0.19001,0.09909
AAPL270115P00420000,AAPL,2027-01-15,420.00,put,0.00,223.05,221.00,8,225.10,7,0,0,2025-04-17,0.68262,-0.61938,0.00214,-0.01214,0.99208,-6.03139
AAPL270115C00430000,AAPL,2027-01-15,430.00,call,0.78,0.67,0.60,26,0.73,28,0,385,2025-04-17,0.25809,0.02901,0.00098,-0.00408,0.17234,0.08816
AAPL270115P00430000,AAPL,2027-01-15,430.00,put,0.00,233.05,231.00,8,235.10,7,0,0,2025-04-17,0.70046,-0.61724,0.00209,-0.01248,0.99376,-6.19887
AAPL270115C00440000,AAPL,2027-01-15,440.00,call,0.59,0.60,0.54,2,0.66,32,26,502,2025-04-17,0.26037,0.02603,0.00089,-0.00375,0.15744,0.07916
AAPL270115P00440000,AAPL,2027-01-15,440.00,put,0.00,243.05,241.00,8,245.10,7,0,0,2025-04-17,0.71783,-0.61507,0.00204,-0.01279,0.99543,-6.36602
AAPL270115C00450000,AAPL,2027-01-15,450.00,call,0.55,0.54,0.50,2,0.59,32,52,11817,2025-04-17,0.26297,0.02359,0.00081,-0.00347,0.14495,0.07176
AAPL270115P00450000,AAPL,2027-01-15,450.00,put,0.00,253.05,251.00,8,255.10,7,0,0,2025-04-17,0.73506,-0.61268,0.00200,-0.01311,0.99723,-6.53273
AAPL270617C00050000,AAPL,2027-06-17,50.00,call,141.56,150.00,147.55,105,152.45,105,0,13,2025-04-17,0.01512,1.00000,0.00000,-0.00540,0.00000,0.98651
AAPL270617P00050000,AAPL,2027-06-17,50.00,put,0.71,0.76,0.61,5,0.91,26,1,341,2025-04-17,0.52348,-0.01112,0.00019,-0.00246,0.08477,-0.06393
AAPL270617C00055000,AAPL,2027-06-17,55.00,call,127.96,145.72,143.50,105,147.95,105,0,4,2025-04-17,0.01461,1.00000,0.00000,-0.00594,0.00000,1.08516
AAPL270617P00055000,AAPL,2027-06-17,55.00,put,0.00,0.91,0.75,2,1.06,13,0,3,2025-04-17,0.50625,-0.01354,0.00024,-0.00279,0.10054,-0.07753
